ts,height,velocity,acceleration
58.3,111.41056060791016,-13.757760047912598,0
58.31,111.24333190917969,-13.788508415222168,0
58.32,111.08108520507812,-13.813775062561035,0
58.33,110.92007446289062,-13.837494850158691,0
58.34,110.76213836669922,-13.857780456542969,0
58.35,110.60176849365234,-13.880382537841797,0
58.36,110.44447326660156,-13.899564743041992,0
58.37,110.29022216796875,-13.915392875671387,0
58.38,110.14446258544922,-13.922248840332031,0
58.39,109.9997787475586,-13.927912712097168,0
58.4,109.8580093383789,-13.93049430847168,0
58.41,109.71549224853516,-13.93382740020752,0
58.42,109.57950592041016,-13.930354118347168,0
58.43,109.44634246826172,-13.923985481262207,0
58.44,109.31597900390625,-13.914782524108887,0
58.45,109.18106079101562,-13.910401344299316,0
58.46,109.04525756835938,-13.906974792480469,0
58.47,108.91049194335938,-13.902514457702637,0
58.48,108.77853393554688,-13.895184516906738,0
58.49,108.6511459350586,-13.88318920135498,0
58.5,108.52470397949219,-13.870341300964355,0
58.51,108.40098571777344,-13.854803085327148,0
58.52,108.2689437866211,-13.848055839538574,0
58.53,108.13783264160156,-13.840410232543945,0
58.54,108.00949096679688,-13.829974174499512,0
58.55,107.8838882446289,-13.816807746887207,0
58.56,107.73712158203125,-13.825728416442871,0
58.57,107.59327697753906,-13.831521987915039,0
58.58,107.45233154296875,-13.834251403808594,0
58.59,107.31061553955078,-13.837748527526855,0
58.6,107.17178344726562,-13.838227272033691,0
58.61,107.0357894897461,-13.835748672485352,0
58.62,106.90076446533203,-13.832287788391113,0
58.63,106.73735809326172,-13.858304977416992,0
58.64,106.57705688476562,-13.880836486816406,0
58.65,106.44184112548828,-13.877106666564941,0
58.66,106.28741455078125,-13.893342018127441,0
58.67,106.13600158691406,-13.906285285949707,0
58.68,105.9875717163086,-13.916001319885254,0
58.69,105.83845520019531,-13.926324844360352,0
58.7,105.69229888916016,-13.933470726013184,0
58.71,105.53990936279297,-13.947012901306152,0
58.72,105.39051055908203,-13.957306861877441,0
58.73,105.23670196533203,-13.972068786621094,0
58.74,105.06757354736328,-14.002570152282715,0
58.75,104.89983367919922,-14.031319618225098,0
58.76,104.7352523803711,-14.056490898132324,0
58.77,104.57011413574219,-14.081979751586914,0
58.78,104.38793182373047,-14.12487506866455,0
58.79,104.20906829833984,-14.1638822555542,0
58.8,104.02617645263672,-14.206668853759766,0
58.81,103.84114074707031,-14.251235008239746,0
58.82,103.65946960449219,-14.291851997375488,0
58.83,103.45362091064453,-14.357115745544434,0
58.84,103.2513656616211,-14.417983055114746,0
58.85,103.05266571044922,-14.474530220031738,0
58.86,102.86481475830078,-14.51923942565918,0
58.87,102.68037414550781,-14.55993938446045,0
58.88,102.49932861328125,-14.596702575683594,0
58.89,102.3271713256836,-14.62386417388916,0
58.9,102.15827941894531,-14.647354125976562,0
58.91,101.98709106445312,-14.672982215881348,0
58.92,101.81917572021484,-14.69495964050293,0
58.93,101.65448760986328,-14.713356971740723,0
58.94,101.49115753173828,-14.730156898498535,0
58.95,101.32184600830078,-14.752984046936035,0
58.96,101.15030670166016,-14.777883529663086,0
58.97,100.98204803466797,-14.799124717712402,0
58.98,100.79869842529297,-14.835794448852539,0
58.99,100.62792205810547,-14.859044075012207,0
59,100.46958923339844,-14.869145393371582,0
59.01,100.30524444580078,-14.885380744934082,0
59.02,100.14411163330078,-14.898113250732422,0
59.03,99.98616790771484,-14.9074125289917,0
59.04,99.83137512207031,-14.913346290588379,0
59.05,99.66136932373047,-14.934998512268066,0
59.06,99.49463653564453,-14.953025817871094,0
59.07,99.3421630859375,-14.95607852935791,0
59.08,99.19279479980469,-14.955883979797363,0
59.09,99.03547668457031,-14.963930130004883,0
59.1,98.88130950927734,-14.96862506866455,0
59.11,98.72293853759766,-14.977632522583008,0
59.12,98.54576110839844,-15.006051063537598,0
59.13,98.39391326904297,-15.007905960083008,0
59.14,98.22319793701172,-15.029312133789062,0
59.15,98.05577850341797,-15.047079086303711,0
59.16,97.89161682128906,-15.061277389526367,0
59.17,97.71967315673828,-15.08339786529541,0
59.18,97.5510482788086,-15.101852416992188,0
59.19,97.38570404052734,-15.11671257019043,0
59.2,97.22360229492188,-15.128049850463867,0
59.21,97.07025146484375,-15.130193710327148,0
59.22,96.92003631591797,-15.129072189331055,0
59.23,96.77291107177734,-15.12475299835205,0
59.24,96.62152862548828,-15.124897956848145,0
59.25,96.4732437133789,-15.121819496154785,0
59.26,96.32804107666016,-15.115584373474121,0
59.27,96.18218994140625,-15.110084533691406,0
59.28,96.03938293457031,-15.101480484008789,0
59.29,95.89411163330078,-15.095520973205566,0
59.3,95.72622680664062,-15.113080024719238,0
59.31,95.56161499023438,-15.127060890197754,0
59.32,95.4002456665039,-15.137534141540527,0
59.33,95.2420883178711,-15.144569396972656,0
59.34,95.08526611328125,-15.150147438049316,0
59.35,94.92975616455078,-15.154297828674316,0
59.36,94.77740478515625,-15.155136108398438,0
59.37,94.628173828125,-15.152730941772461,0
59.38,94.4783935546875,-15.150917053222656,0
59.39,94.33170318603516,-15.145915031433105,0
59.4,94.17527770996094,-15.151068687438965,0
59.41,94.01647186279297,-15.158629417419434,0
59.42,93.8590087890625,-15.164719581604004,0
59.43,93.70108795166016,-15.171223640441895,0
59.44,93.53902435302734,-15.181960105895996,0
59.45,93.37834167480469,-15.191158294677734,0
59.46,93.20622253417969,-15.212121963500977,0
59.47,93.03194427490234,-15.235098838806152,0
59.48,92.85917663574219,-15.256271362304688,0
59.49,92.68242645263672,-15.281356811523438,0
59.5,92.50720977783203,-15.304585456848145,0
59.51,92.33352661132812,-15.3259916305542,0
59.52,92.1650390625,-15.341782569885254,0
59.53,91.9998550415039,-15.353982925415039,0
59.54,91.83794403076172,-15.362663269042969,0
59.55,91.67742919921875,-15.369807243347168,0
59.56,91.52013397216797,-15.37353229522705,0
59.57,91.37157440185547,-15.368170738220215,0
