ts,q0_estimated,q1_estimated,q2_estimated,q3_estimated
49.52,9.071,-1.45,-2.166,-3.302
49.53,8.993,-1.611,-2.474,-3.223
49.54,8.905,-1.766,-2.78,-3.135
49.55,8.807,-1.917,-3.083,-3.04
49.56,8.699,-2.061,-3.383,-2.937
49.57,8.58,-2.2,-3.68,-2.826
49.58,8.451,-2.333,-3.972,-2.709
49.59,8.313,-2.458,-4.26,-2.585
49.6,8.165,-2.577,-4.544,-2.454
49.61,8.007,-2.689,-4.822,-2.318
49.62,7.841,-2.793,-5.095,-2.177
49.63,7.665,-2.89,-5.363,-2.031
49.64,7.48,-2.978,-5.623,-1.88
49.65,7.287,-3.058,-5.878,-1.725
49.66,7.086,-3.13,-6.125,-1.566
49.67,6.876,-3.194,-6.366,-1.405
49.68,6.659,-3.249,-6.599,-1.241
49.69,6.434,-3.295,-6.825,-1.074
49.7,6.201,-3.333,-7.043,-0.906
49.71,5.961,-3.361,-7.253,-0.738
49.72,5.715,-3.381,-7.455,-0.568
49.73,5.461,-3.392,-7.648,-0.399
49.74,5.201,-3.395,-7.833,-0.23
49.75,4.934,-3.389,-8.009,-0.061
49.76,4.661,-3.374,-8.177,0.105
49.77,4.383,-3.351,-8.335,0.27
49.78,4.099,-3.324,-8.482,0.434
49.79,3.81,-3.289,-8.62,0.597
49.8,3.516,-3.245,-8.747,0.757
49.81,3.218,-3.194,-8.865,0.914
49.82,2.916,-3.135,-8.973,1.068
49.83,2.611,-3.069,-9.07,1.218
49.84,2.302,-2.995,-9.157,1.364
49.85,1.991,-2.915,-9.234,1.505
49.86,1.677,-2.828,-9.3,1.641
49.87,1.361,-2.735,-9.355,1.771
49.88,1.043,-2.636,-9.4,1.896
49.89,0.723,-2.531,-9.434,2.014
49.9,0.402,-2.422,-9.457,2.126
49.91,0.08,-2.308,-9.469,2.232
49.92,-0.241,-2.19,-9.471,2.331
49.93,-0.564,-2.068,-9.462,2.423
49.94,-0.888,-1.943,-9.441,2.508
49.95,-1.21,-1.815,-9.41,2.585
49.96,-1.533,-1.684,-9.367,2.656
49.97,-1.854,-1.552,-9.314,2.72
49.98,-2.173,-1.417,-9.249,2.776
49.99,-2.491,-1.282,-9.173,2.826
50,-2.805,-1.145,-9.087,2.869
50.01,-3.117,-1.007,-8.99,2.905
50.02,-3.424,-0.869,-8.882,2.935
50.03,-3.728,-0.731,-8.763,2.959
50.04,-4.027,-0.593,-8.635,2.976
50.05,-4.322,-0.454,-8.496,2.987
50.06,-4.611,-0.316,-8.347,2.992
50.07,-4.895,-0.179,-8.188,2.991
50.08,-5.173,-0.043,-8.02,2.984
50.09,-5.444,0.091,-7.843,2.971
50.1,-5.709,0.225,-7.656,2.952
50.11,-5.968,0.357,-7.461,2.927
50.12,-6.22,0.488,-7.257,2.897
50.13,-6.464,0.616,-7.045,2.861
50.14,-6.702,0.742,-6.824,2.82
50.15,-6.931,0.866,-6.596,2.773
50.16,-7.153,0.987,-6.359,2.721
50.17,-7.367,1.105,-6.115,2.664
50.18,-7.572,1.22,-5.865,2.601
50.19,-7.768,1.333,-5.607,2.534
50.2,-7.956,1.442,-5.343,2.463
50.21,-8.134,1.547,-5.072,2.386
50.22,-8.303,1.649,-4.796,2.305
50.23,-8.462,1.75,-4.514,2.222
50.24,-8.611,1.846,-4.227,2.134
50.25,-8.75,1.939,-3.935,2.042
50.26,-8.879,2.028,-3.639,1.945
50.27,-8.998,2.113,-3.339,1.845
50.28,-9.106,2.194,-3.036,1.741
50.29,-9.204,2.271,-2.729,1.633
50.3,-9.291,2.343,-2.419,1.521
50.31,-9.368,2.411,-2.107,1.406
50.32,-9.434,2.473,-1.793,1.286
50.33,-9.489,2.531,-1.477,1.164
50.34,-9.534,2.583,-1.16,1.038
50.35,-9.567,2.63,-0.841,0.91
50.36,-9.59,2.671,-0.522,0.778
50.37,-9.603,2.706,-0.203,0.644
50.38,-9.604,2.735,0.114,0.508
50.39,-9.595,2.758,0.433,0.369
50.4,-9.575,2.775,0.75,0.228
50.41,-9.544,2.785,1.066,0.086
50.42,-9.503,2.788,1.38,-0.056
50.43,-9.451,2.785,1.692,-0.201
50.44,-9.39,2.774,2.001,-0.346
50.45,-9.318,2.757,2.307,-0.492
50.46,-9.236,2.733,2.611,-0.637
50.47,-9.144,2.701,2.91,-0.782
50.48,-9.042,2.662,3.206,-0.927
50.49,-8.931,2.616,3.497,-1.07
50.5,-8.811,2.562,3.784,-1.212
50.51,-8.682,2.501,4.066,-1.352
50.52,-8.543,2.432,4.343,-1.489
50.53,-8.397,2.356,4.614,-1.624
50.54,-8.241,2.273,4.88,-1.755
50.55,-8.078,2.182,5.14,-1.882
50.56,-7.907,2.085,5.394,-2.005
50.57,-7.728,1.98,5.642,-2.124
50.58,-7.542,1.869,5.883,-2.237
50.59,-7.348,1.751,6.117,-2.344
50.6,-7.148,1.628,6.345,-2.445
50.61,-6.941,1.499,6.565,-2.54
50.62,-6.729,1.365,6.778,-2.629
50.63,-6.51,1.226,6.983,-2.709
50.64,-6.285,1.082,7.181,-2.783
50.65,-6.055,0.935,7.372,-2.848
50.66,-5.819,0.784,7.554,-2.906
50.67,-5.578,0.631,7.729,-2.955
50.68,-5.332,0.475,7.896,-2.996
50.69,-5.081,0.318,8.054,-3.034
50.7,-4.825,0.16,8.203,-3.063
50.71,-4.564,0,8.345,-3.084
50.72,-4.3,-0.16,8.478,-3.096
50.73,-4.033,-0.321,8.603,-3.1
50.74,-3.761,-0.482,8.719,-3.094
50.75,-3.487,-0.642,8.827,-3.081
50.76,-3.209,-0.801,8.927,-3.059
50.77,-2.93,-0.958,9.017,-3.028
50.78,-2.647,-1.114,9.099,-2.989
50.79,-2.363,-1.266,9.173,-2.943
50.8,-2.077,-1.416,9.237,-2.888
50.81,-1.79,-1.562,9.293,-2.827
50.82,-1.501,-1.705,9.339,-2.757
50.83,-1.211,-1.843,9.377,-2.681
50.84,-0.921,-1.977,9.406,-2.598
50.85,-0.63,-2.107,9.427,-2.508
50.86,-0.338,-2.231,9.438,-2.412
50.87,-0.047,-2.35,9.441,-2.31
50.88,0.243,-2.463,9.435,-2.202
50.89,0.533,-2.57,9.42,-2.089
50.9,0.822,-2.672,9.396,-1.972
50.91,1.111,-2.767,9.364,-1.849
50.92,1.398,-2.855,9.323,-1.722
50.93,1.684,-2.937,9.273,-1.591
50.94,1.968,-3.013,9.215,-1.456
50.95,2.25,-3.081,9.148,-1.319
50.96,2.529,-3.142,9.073,-1.178
50.97,2.806,-3.196,8.99,-1.035
50.98,3.08,-3.243,8.899,-0.89
50.99,3.351,-3.283,8.799,-0.744
51,3.619,-3.315,8.691,-0.596
51.01,3.883,-3.341,8.576,-0.447
51.02,4.143,-3.359,8.453,-0.298
51.03,4.4,-3.37,8.322,-0.148
51.04,4.652,-3.374,8.183,0
51.05,4.899,-3.371,8.037,0.149
51.06,5.142,-3.361,7.884,0.297
51.07,5.38,-3.344,7.724,0.444
51.08,5.613,-3.32,7.557,0.59
51.09,5.841,-3.29,7.383,0.733
51.1,6.063,-3.254,7.202,0.875
51.11,6.28,-3.211,7.014,1.014
51.12,6.491,-3.163,6.821,1.151
51.13,6.696,-3.108,6.621,1.285
51.14,6.895,-3.048,6.415,1.416
51.15,7.086,-2.985,6.202,1.546
51.16,7.271,-2.916,5.984,1.672
51.17,7.45,-2.842,5.761,1.795
51.18,7.621,-2.763,5.532,1.914
51.19,7.785,-2.68,5.298,2.029
51.2,7.942,-2.592,5.06,2.14
51.21,8.092,-2.499,4.817,2.247
51.22,8.234,-2.403,4.57,2.349
51.23,8.369,-2.302,4.319,2.447
51.24,8.496,-2.198,4.064,2.541
51.25,8.615,-2.091,3.806,2.63
51.26,8.726,-1.98,3.544,2.714
51.27,8.829,-1.866,3.279,2.793
51.28,8.924,-1.749,3.011,2.867
51.29,9.01,-1.63,2.741,2.937
51.3,9.089,-1.509,2.468,3.001
51.31,9.159,-1.385,2.193,3.06
51.32,9.221,-1.259,1.916,3.114
51.33,9.275,-1.132,1.637,3.163
51.34,9.319,-1.003,1.357,3.207
51.35,9.356,-0.874,1.075,3.246
51.36,9.384,-0.743,0.792,3.279
51.37,9.403,-0.611,0.509,3.307
51.38,9.414,-0.478,0.225,3.331
51.39,9.415,-0.346,-0.058,3.349
51.4,9.409,-0.213,-0.342,3.362
51.41,9.393,-0.08,-0.625,3.37
51.42,9.369,0.051,-0.908,3.373
51.43,9.336,0.183,-1.19,3.372
51.44,9.295,0.315,-1.471,3.365
51.45,9.245,0.445,-1.751,3.354
51.46,9.187,0.575,-2.029,3.338
51.47,9.12,0.703,-2.305,3.318
51.48,9.044,0.83,-2.579,3.293
51.49,8.96,0.955,-2.851,3.264
51.5,8.868,1.079,-3.12,3.23
51.51,8.768,1.201,-3.387,3.192
51.52,8.659,1.321,-3.651,3.15
51.53,8.543,1.438,-3.912,3.104
51.54,8.418,1.554,-4.169,3.054
51.55,8.285,1.667,-4.422,3
51.56,8.145,1.778,-4.671,2.942
51.57,7.997,1.886,-4.916,2.881
51.58,7.842,1.991,-5.157,2.816
51.59,7.679,2.093,-5.392,2.748
51.6,7.51,2.192,-5.623,2.677
51.61,7.333,2.289,-5.848,2.603
51.62,7.149,2.383,-6.067,2.526
51.63,6.959,2.474,-6.281,2.446
51.64,6.763,2.562,-6.488,2.364
51.65,6.56,2.646,-6.69,2.279
51.66,6.352,2.726,-6.885,2.191
51.67,6.138,2.803,-7.073,2.102
51.68,5.918,2.876,-7.255,2.01
51.69,5.694,2.946,-7.431,1.916
51.7,5.464,3.012,-7.599,1.82
51.71,5.229,3.074,-7.76,1.722
51.72,4.989,3.133,-7.915,1.622
51.73,4.745,3.188,-8.062,1.521
51.74,4.496,3.239,-8.201,1.418
51.75,4.244,3.286,-8.334,1.314
51.76,3.987,3.329,-8.459,1.208
51.77,3.726,3.369,-8.576,1.101
51.78,3.462,3.404,-8.685,0.992
51.79,3.194,3.436,-8.786,0.883
51.8,2.923,3.463,-8.88,0.772
51.81,2.65,3.487,-8.965,0.661
51.82,2.374,3.507,-9.042,0.549
51.83,2.096,3.522,-9.11,0.437
51.84,1.816,3.534,-9.17,0.324
51.85,1.534,3.541,-9.222,0.211
51.86,1.251,3.545,-9.265,0.098
51.87,0.967,3.544,-9.3,-0.014
51.88,0.682,3.54,-9.326,-0.127
51.89,0.396,3.531,-9.344,-0.24
51.9,0.11,3.518,-9.353,-0.352
51.91,-0.175,3.501,-9.353,-0.464
51.92,-0.46,3.48,-9.345,-0.575
51.93,-0.746,3.454,-9.329,-0.685
51.94,-1.031,3.425,-9.304,-0.794
51.95,-1.315,3.392,-9.27,-0.902
51.96,-1.598,3.354,-9.228,-1.009
51.97,-1.88,3.313,-9.178,-1.115
51.98,-2.161,3.267,-9.119,-1.219
51.99,-2.439,3.218,-9.052,-1.322
52,-2.716,3.164,-8.976,-1.423
52.01,-2.99,3.107,-8.892,-1.523
52.02,-3.261,3.046,-8.8,-1.62
52.03,-3.53,2.981,-8.7,-1.716
52.04,-3.796,2.912,-8.592,-1.809
52.05,-4.059,2.839,-8.476,-1.901
52.06,-4.317,2.764,-8.351,-1.99
52.07,-4.571,2.685,-8.22,-2.077
52.08,-4.821,2.603,-8.08,-2.161
52.09,-5.067,2.517,-7.934,-2.243
52.1,-5.307,2.428,-7.78,-2.321
52.11,-5.542,2.336,-7.62,-2.397
52.12,-5.772,2.241,-7.453,-2.469
52.13,-5.997,2.143,-7.279,-2.538
52.14,-6.215,2.042,-7.099,-2.604
52.15,-6.429,1.938,-6.913,-2.666
52.16,-6.636,1.832,-6.721,-2.724
52.17,-6.836,1.723,-6.523,-2.779
52.18,-7.031,1.612,-6.32,-2.83
52.19,-7.219,1.499,-6.111,-2.877
52.2,-7.401,1.383,-5.896,-2.92
52.21,-7.576,1.265,-5.677,-2.959
52.22,-7.744,1.146,-5.453,-2.994
52.23,-7.906,1.024,-5.223,-3.024
52.24,-8.061,0.901,-4.989,-3.05
52.25,-8.208,0.777,-4.751,-3.072
52.26,-8.348,0.651,-4.508,-3.089
52.27,-8.481,0.524,-4.262,-3.101
52.28,-8.607,0.396,-4.011,-3.109
52.29,-8.724,0.268,-3.757,-3.111
52.3,-8.834,0.138,-3.5,-3.11
52.31,-8.937,0.008,-3.24,-3.103
52.32,-9.031,-0.12,-2.977,-3.091
52.33,-9.117,-0.25,-2.712,-3.075
52.34,-9.195,-0.379,-2.444,-3.053
52.35,-9.265,-0.508,-2.175,-3.027
52.36,-9.326,-0.637,-1.905,-2.996
52.37,-9.38,-0.764,-1.633,-2.96
52.38,-9.425,-0.89,-1.359,-2.919
52.39,-9.462,-1.014,-1.086,-2.874
52.4,-9.49,-1.138,-0.811,-2.823
52.41,-9.51,-1.259,-0.537,-2.768
52.42,-9.523,-1.378,-0.261,-2.709
52.43,-9.527,-1.496,0.013,-2.645
52.44,-9.522,-1.611,0.288,-2.576
52.45,-9.51,-1.723,0.564,-2.502
52.46,-9.489,-1.833,0.839,-2.425
52.47,-9.46,-1.94,1.113,-2.342
52.48,-9.423,-2.043,1.387,-2.256
52.49,-9.378,-2.144,1.659,-2.166
52.5,-9.325,-2.24,1.931,-2.071
52.51,-9.263,-2.333,2.201,-1.973
52.52,-9.193,-2.424,2.469,-1.873
52.53,-9.115,-2.511,2.734,-1.769
52.54,-9.028,-2.593,2.998,-1.661
52.55,-8.935,-2.672,3.258,-1.55
52.56,-8.833,-2.746,3.515,-1.437
52.57,-8.724,-2.815,3.768,-1.32
52.58,-8.608,-2.879,4.018,-1.201
52.59,-8.485,-2.939,4.264,-1.079
52.6,-8.355,-2.994,4.505,-0.956
52.61,-8.219,-3.043,4.742,-0.83
52.62,-8.075,-3.087,4.974,-0.703
52.63,-7.926,-3.126,5.202,-0.575
52.64,-7.769,-3.16,5.426,-0.445
52.65,-7.607,-3.188,5.644,-0.314
52.66,-7.438,-3.21,5.858,-0.182
52.67,-7.264,-3.228,6.066,-0.05
52.68,-7.083,-3.239,6.27,0.082
52.69,-6.897,-3.245,6.468,0.215
52.7,-6.705,-3.246,6.661,0.348
52.71,-6.507,-3.24,6.849,0.481
52.72,-6.304,-3.229,7.031,0.614
52.73,-6.096,-3.213,7.207,0.746
52.74,-5.882,-3.19,7.378,0.877
52.75,-5.664,-3.162,7.543,1.007
52.76,-5.44,-3.129,7.701,1.135
52.77,-5.212,-3.09,7.853,1.262
52.78,-4.98,-3.045,7.999,1.387
52.79,-4.744,-2.996,8.138,1.509
52.8,-4.504,-2.941,8.27,1.629
52.81,-4.26,-2.881,8.395,1.746
52.82,-4.014,-2.816,8.514,1.86
52.83,-3.763,-2.746,8.625,1.971
52.84,-3.51,-2.672,8.729,2.079
52.85,-3.254,-2.593,8.826,2.183
52.86,-2.996,-2.51,8.916,2.283
52.87,-2.735,-2.423,8.998,2.379
52.88,-2.472,-2.332,9.074,2.471
52.89,-2.207,-2.237,9.141,2.558
52.9,-1.94,-2.139,9.202,2.641
52.91,-1.671,-2.037,9.254,2.72
52.92,-1.401,-1.932,9.3,2.793
52.93,-1.13,-1.825,9.338,2.862
52.94,-0.857,-1.714,9.368,2.925
52.95,-0.583,-1.602,9.39,2.984
52.96,-0.309,-1.487,9.405,3.037
52.97,-0.034,-1.369,9.412,3.085
52.98,0.239,-1.251,9.411,3.13
52.99,0.514,-1.131,9.402,3.17
53,0.788,-1.01,9.385,3.205
53.01,1.062,-0.887,9.36,3.234
53.02,1.334,-0.764,9.328,3.257
53.03,1.605,-0.64,9.288,3.276
53.04,1.875,-0.516,9.241,3.289
53.05,2.143,-0.391,9.186,3.296
53.06,2.409,-0.267,9.123,3.299
53.07,2.673,-0.144,9.053,3.296
53.08,2.935,-0.021,8.976,3.288
53.09,3.194,0.1,8.891,3.274
53.1,3.45,0.221,8.799,3.256
53.11,3.704,0.34,8.7,3.233
53.12,3.954,0.458,8.594,3.206
53.13,4.202,0.574,8.481,3.174
53.14,4.446,0.689,8.361,3.137
53.15,4.686,0.801,8.234,3.096
53.16,4.923,0.911,8.1,3.051
53.17,5.156,1.019,7.959,3.002
53.18,5.386,1.125,7.811,2.949
53.19,5.611,1.228,7.657,2.892
53.2,5.831,1.329,7.496,2.832
53.21,6.048,1.427,7.329,2.769
53.22,6.259,1.522,7.155,2.702
53.23,6.465,1.615,6.975,2.632
53.24,6.666,1.705,6.789,2.559
53.25,6.862,1.791,6.597,2.484
53.26,7.052,1.875,6.399,2.406
53.27,7.236,1.956,6.195,2.326
53.28,7.415,2.033,5.987,2.243
53.29,7.587,2.108,5.773,2.159
53.3,7.752,2.18,5.553,2.072
53.31,7.911,2.248,5.329,1.985
53.32,8.064,2.313,5.101,1.895
53.33,8.209,2.375,4.868,1.804
53.34,8.348,2.434,4.63,1.712
53.35,8.479,2.49,4.389,1.619
53.36,8.604,2.543,4.144,1.525
53.37,8.721,2.592,3.894,1.429
53.38,8.831,2.639,3.641,1.333
53.39,8.933,2.683,3.385,1.236
53.4,9.028,2.724,3.125,1.138
53.41,9.115,2.762,2.863,1.04
53.42,9.194,2.798,2.597,0.941
53.43,9.265,2.83,2.329,0.841
53.44,9.329,2.859,2.059,0.741
53.45,9.384,2.886,1.786,0.64
53.46,9.431,2.911,1.512,0.539
53.47,9.469,2.932,1.237,0.438
53.48,9.5,2.951,0.96,0.336
53.49,9.521,2.968,0.683,0.235
53.5,9.535,2.982,0.406,0.133
53.51,9.54,2.993,0.129,0.031
53.52,9.537,3.002,-0.147,-0.07
53.53,9.525,3.009,-0.423,-0.172
53.54,9.505,3.013,-0.697,-0.274
53.55,9.477,3.014,-0.971,-0.376
53.56,9.441,3.013,-1.242,-0.478
53.57,9.397,3.01,-1.512,-0.581
53.58,9.345,3.004,-1.779,-0.684
53.59,9.285,2.995,-2.044,-0.787
53.6,9.218,2.984,-2.307,-0.89
53.61,9.143,2.969,-2.567,-0.993
53.62,9.061,2.952,-2.824,-1.097
53.63,8.971,2.931,-3.078,-1.2
53.64,8.874,2.908,-3.329,-1.303
53.65,8.77,2.881,-3.577,-1.406
53.66,8.659,2.85,-3.821,-1.509
53.67,8.541,2.817,-4.062,-1.611
53.68,8.416,2.78,-4.3,-1.713
53.69,8.285,2.739,-4.533,-1.814
53.7,8.147,2.695,-4.763,-1.914
53.71,8.002,2.647,-4.988,-2.013
53.72,7.852,2.595,-5.21,-2.112
53.73,7.695,2.539,-5.427,-2.209
53.74,7.532,2.48,-5.639,-2.304
53.75,7.363,2.417,-5.846,-2.399
53.76,7.189,2.351,-6.048,-2.491
53.77,7.009,2.281,-6.244,-2.582
53.78,6.824,2.207,-6.436,-2.67
53.79,6.634,2.129,-6.621,-2.757
53.8,6.439,2.048,-6.801,-2.841
53.81,6.24,1.964,-6.975,-2.922
53.82,6.036,1.876,-7.143,-3.001
53.83,5.828,1.784,-7.305,-3.077
53.84,5.616,1.689,-7.462,-3.149
53.85,5.399,1.591,-7.612,-3.219
53.86,5.179,1.49,-7.756,-3.285
53.87,4.955,1.386,-7.893,-3.348
53.88,4.728,1.278,-8.025,-3.406
53.89,4.497,1.168,-8.15,-3.461
53.9,4.262,1.057,-8.268,-3.513
53.91,4.025,0.943,-8.379,-3.561
53.92,3.784,0.826,-8.485,-3.604
53.93,3.541,0.707,-8.583,-3.643
53.94,3.296,0.586,-8.675,-3.678
53.95,3.048,0.462,-8.76,-3.708
53.96,2.798,0.337,-8.838,-3.733
53.97,2.546,0.21,-8.909,-3.753
53.98,2.293,0.081,-8.973,-3.768
53.99,2.039,-0.047,-9.031,-3.778
54,1.784,-0.178,-9.081,-3.783
54.01,1.529,-0.309,-9.124,-3.782
54.02,1.274,-0.44,-9.16,-3.777
54.03,1.019,-0.572,-9.189,-3.766
54.04,0.764,-0.704,-9.211,-3.75
54.05,0.509,-0.835,-9.227,-3.728
54.06,0.255,-0.966,-9.235,-3.702
54.07,0.002,-1.096,-9.237,-3.669
54.08,-0.249,-1.226,-9.232,-3.632
54.09,-0.501,-1.354,-9.221,-3.589
54.1,-0.751,-1.481,-9.203,-3.541
54.11,-1,-1.607,-9.178,-3.488
54.12,-1.247,-1.73,-9.147,-3.429
54.13,-1.494,-1.852,-9.11,-3.365
54.14,-1.739,-1.972,-9.067,-3.296
54.15,-1.984,-2.089,-9.017,-3.222
54.16,-2.226,-2.204,-8.961,-3.143
54.17,-2.467,-2.316,-8.898,-3.059
54.18,-2.707,-2.424,-8.829,-2.97
54.19,-2.944,-2.53,-8.754,-2.877
54.2,-3.18,-2.632,-8.673,-2.779
54.21,-3.413,-2.73,-8.586,-2.677
54.22,-3.643,-2.824,-8.493,-2.57
54.23,-3.869,-2.914,-8.394,-2.46
54.24,-4.093,-2.999,-8.29,-2.347
54.25,-4.312,-3.08,-8.181,-2.231
54.26,-4.528,-3.156,-8.066,-2.111
54.27,-4.74,-3.228,-7.946,-1.989
54.28,-4.948,-3.294,-7.821,-1.865
54.29,-5.153,-3.356,-7.691,-1.738
54.3,-5.353,-3.412,-7.556,-1.61
54.31,-5.55,-3.464,-7.416,-1.479
54.32,-5.742,-3.511,-7.271,-1.347
54.33,-5.931,-3.552,-7.121,-1.214
54.34,-6.116,-3.589,-6.967,-1.079
54.35,-6.296,-3.622,-6.807,-0.944
54.36,-6.472,-3.65,-6.642,-0.807
54.37,-6.644,-3.673,-6.473,-0.67
54.38,-6.812,-3.691,-6.299,-0.532
54.39,-6.975,-3.704,-6.12,-0.394
54.4,-7.134,-3.711,-5.937,-0.256
54.41,-7.289,-3.714,-5.749,-0.117
54.42,-7.439,-3.711,-5.557,0.02
54.43,-7.584,-3.702,-5.361,0.157
54.44,-7.724,-3.689,-5.16,0.294
54.45,-7.859,-3.671,-4.955,0.43
54.46,-7.989,-3.648,-4.747,0.564
54.47,-8.114,-3.62,-4.535,0.697
54.48,-8.232,-3.587,-4.32,0.827
54.49,-8.345,-3.55,-4.102,0.956
54.5,-8.452,-3.509,-3.882,1.082
54.51,-8.553,-3.463,-3.659,1.206
54.52,-8.647,-3.413,-3.434,1.327
54.53,-8.736,-3.36,-3.207,1.446
54.54,-8.819,-3.303,-2.978,1.561
54.55,-8.895,-3.243,-2.747,1.674
54.56,-8.965,-3.179,-2.514,1.784
54.57,-9.029,-3.112,-2.28,1.89
54.58,-9.087,-3.042,-2.044,1.994
54.59,-9.139,-2.969,-1.807,2.094
54.6,-9.185,-2.893,-1.568,2.19
54.61,-9.224,-2.814,-1.327,2.284
54.62,-9.257,-2.733,-1.086,2.374
54.63,-9.284,-2.65,-0.843,2.46
54.64,-9.305,-2.564,-0.599,2.544
54.65,-9.319,-2.476,-0.354,2.624
54.66,-9.327,-2.386,-0.108,2.7
54.67,-9.328,-2.295,0.138,2.773
54.68,-9.323,-2.201,0.385,2.843
54.69,-9.311,-2.106,0.633,2.909
54.7,-9.292,-2.009,0.881,2.971
54.71,-9.267,-1.911,1.129,3.03
54.72,-9.235,-1.811,1.377,3.086
54.73,-9.196,-1.711,1.624,3.138
54.74,-9.151,-1.609,1.87,3.187
54.75,-9.099,-1.507,2.115,3.233
54.76,-9.04,-1.404,2.358,3.274
54.77,-8.975,-1.3,2.6,3.313
54.78,-8.904,-1.196,2.84,3.349
54.79,-8.826,-1.092,3.077,3.381
54.8,-8.741,-0.987,3.313,3.409
54.81,-8.65,-0.882,3.546,3.436
54.82,-8.553,-0.776,3.776,3.459
54.83,-8.45,-0.671,4.004,3.478
54.84,-8.341,-0.565,4.228,3.495
54.85,-8.226,-0.46,4.451,3.508
54.86,-8.104,-0.355,4.67,3.518
54.87,-7.977,-0.25,4.886,3.525
54.88,-7.844,-0.145,5.098,3.528
54.89,-7.704,-0.041,5.308,3.529
54.9,-7.56,0.062,5.513,3.526
54.91,-7.409,0.165,5.715,3.521
54.92,-7.253,0.267,5.914,3.512
54.93,-7.091,0.369,6.108,3.5
54.94,-6.924,0.471,6.298,3.486
54.95,-6.751,0.571,6.484,3.469
54.96,-6.573,0.672,6.666,3.448
54.97,-6.39,0.771,6.843,3.425
54.98,-6.202,0.869,7.015,3.399
54.99,-6.01,0.967,7.181,3.37
55,-5.813,1.063,7.343,3.338
55.01,-5.612,1.159,7.499,3.303
55.02,-5.407,1.253,7.649,3.266
55.03,-5.199,1.346,7.794,3.226
55.04,-4.986,1.438,7.932,3.183
55.05,-4.771,1.528,8.065,3.137
55.06,-4.552,1.617,8.192,3.089
55.07,-4.33,1.705,8.312,3.038
55.08,-4.106,1.791,8.427,2.985
55.09,-3.878,1.876,8.535,2.929
55.1,-3.649,1.959,8.637,2.87
55.11,-3.416,2.04,8.732,2.809
55.12,-3.182,2.12,8.822,2.746
55.13,-2.945,2.198,8.905,2.681
55.14,-2.707,2.274,8.981,2.613
55.15,-2.466,2.349,9.051,2.542
55.16,-2.224,2.421,9.115,2.47
55.17,-1.98,2.492,9.172,2.394
55.18,-1.734,2.561,9.222,2.317
55.19,-1.488,2.627,9.266,2.237
55.2,-1.24,2.692,9.304,2.154
55.21,-0.991,2.754,9.335,2.069
55.22,-0.741,2.814,9.359,1.982
55.23,-0.49,2.872,9.376,1.892
55.24,-0.239,2.928,9.387,1.8
55.25,0.011,2.981,9.391,1.705
55.26,0.262,3.031,9.389,1.608
55.27,0.512,3.079,9.379,1.51
55.28,0.762,3.124,9.362,1.41
55.29,1.011,3.167,9.339,1.307
55.3,1.259,3.207,9.31,1.203
55.31,1.506,3.243,9.273,1.098
55.32,1.75,3.277,9.231,0.99
55.33,1.993,3.307,9.181,0.882
55.34,2.233,3.334,9.126,0.772
55.35,2.471,3.358,9.065,0.66
55.36,2.707,3.378,8.997,0.548
55.37,2.941,3.394,8.924,0.435
55.38,3.171,3.407,8.844,0.321
55.39,3.399,3.416,8.759,0.206
55.4,3.624,3.421,8.668,0.09
55.41,3.847,3.423,8.571,-0.026
55.42,4.067,3.42,8.469,-0.143
55.43,4.284,3.414,8.361,-0.26
55.44,4.497,3.404,8.248,-0.378
55.45,4.708,3.389,8.129,-0.496
55.46,4.916,3.37,8.005,-0.615
55.47,5.121,3.347,7.875,-0.733
55.48,5.322,3.32,7.74,-0.851
55.49,5.52,3.288,7.6,-0.969
55.5,5.714,3.252,7.455,-1.086
55.51,5.904,3.212,7.305,-1.202
55.52,6.091,3.167,7.15,-1.317
55.53,6.273,3.118,6.99,-1.432
55.54,6.45,3.065,6.826,-1.544
55.55,6.623,3.007,6.659,-1.655
55.56,6.791,2.946,6.487,-1.764
55.57,6.953,2.881,6.312,-1.871
55.58,7.111,2.812,6.133,-1.976
55.59,7.263,2.739,5.951,-2.078
55.6,7.41,2.663,5.766,-2.177
55.61,7.552,2.583,5.577,-2.274
55.62,7.688,2.5,5.387,-2.367
55.63,7.82,2.414,5.193,-2.458
55.64,7.946,2.324,4.996,-2.545
55.65,8.067,2.231,4.798,-2.629
55.66,8.183,2.135,4.596,-2.71
55.67,8.293,2.036,4.392,-2.787
55.68,8.399,1.935,4.186,-2.86
55.69,8.499,1.83,3.977,-2.93
55.7,8.594,1.723,3.766,-2.996
55.71,8.684,1.614,3.552,-3.058
55.72,8.768,1.502,3.336,-3.116
55.73,8.847,1.389,3.118,-3.172
55.74,8.92,1.274,2.897,-3.224
55.75,8.988,1.157,2.674,-3.272
55.76,9.051,1.038,2.45,-3.316
55.77,9.107,0.917,2.223,-3.355
55.78,9.159,0.794,1.994,-3.39
55.79,9.205,0.67,1.764,-3.421
55.8,9.244,0.546,1.533,-3.446
55.81,9.279,0.42,1.3,-3.467
55.82,9.307,0.294,1.067,-3.484
55.83,9.33,0.167,0.834,-3.496
55.84,9.346,0.041,0.6,-3.503
55.85,9.357,-0.085,0.366,-3.505
55.86,9.362,-0.211,0.132,-3.503
55.87,9.362,-0.337,-0.101,-3.496
55.88,9.355,-0.462,-0.335,-3.485
