ts,q0_estimated,q1_estimated,q2_estimated,q3_estimated
19.91,-9.767,1.183,-1.787,0.071
19.92,-9.789,1.169,-1.671,0.01
19.93,-9.81,1.152,-1.556,-0.049
19.94,-9.829,1.133,-1.44,-0.108
19.95,-9.847,1.113,-1.325,-0.166
19.96,-9.863,1.091,-1.209,-0.223
19.97,-9.878,1.067,-1.092,-0.278
19.98,-9.891,1.041,-0.976,-0.332
19.99,-9.903,1.015,-0.858,-0.385
20,-9.913,0.987,-0.741,-0.435
20.01,-9.922,0.959,-0.623,-0.483
20.02,-9.929,0.93,-0.504,-0.529
20.03,-9.935,0.899,-0.386,-0.574
20.04,-9.939,0.868,-0.267,-0.617
20.05,-9.941,0.836,-0.148,-0.661
20.06,-9.942,0.805,-0.029,-0.7
20.07,-9.942,0.773,0.088,-0.738
20.08,-9.94,0.741,0.207,-0.773
20.09,-9.936,0.709,0.326,-0.804
20.1,-9.932,0.677,0.444,-0.833
20.11,-9.926,0.645,0.562,-0.86
20.12,-9.918,0.613,0.68,-0.884
20.13,-9.909,0.582,0.798,-0.905
20.14,-9.899,0.551,0.915,-0.924
20.15,-9.888,0.52,1.032,-0.941
20.16,-9.875,0.49,1.149,-0.957
20.17,-9.861,0.459,1.266,-0.97
20.18,-9.845,0.429,1.382,-0.982
20.19,-9.828,0.399,1.499,-0.993
20.2,-9.81,0.369,1.614,-1.002
20.21,-9.791,0.339,1.73,-1.01
20.22,-9.77,0.309,1.846,-1.016
20.23,-9.748,0.279,1.961,-1.022
20.24,-9.724,0.25,2.076,-1.026
20.25,-9.7,0.22,2.191,-1.028
20.26,-9.673,0.19,2.305,-1.03
20.27,-9.646,0.161,2.42,-1.03
20.28,-9.617,0.132,2.534,-1.029
20.29,-9.587,0.104,2.648,-1.026
20.3,-9.556,0.077,2.761,-1.022
20.31,-9.523,0.052,2.873,-1.016
20.32,-9.49,0.028,2.985,-1.009
20.33,-9.455,0.005,3.096,-1.001
20.34,-9.419,-0.014,3.206,-0.992
20.35,-9.382,-0.033,3.316,-0.981
20.36,-9.344,-0.049,3.424,-0.969
20.37,-9.305,-0.063,3.532,-0.957
20.38,-9.265,-0.075,3.639,-0.943
20.39,-9.224,-0.084,3.746,-0.929
20.4,-9.182,-0.091,3.851,-0.914
20.41,-9.139,-0.097,3.956,-0.898
20.42,-9.094,-0.1,4.061,-0.882
20.43,-9.049,-0.1,4.165,-0.865
20.44,-9.002,-0.099,4.268,-0.848
20.45,-8.955,-0.096,4.37,-0.83
20.46,-8.906,-0.091,4.472,-0.812
20.47,-8.856,-0.083,4.573,-0.793
20.48,-8.806,-0.074,4.674,-0.773
20.49,-8.754,-0.063,4.774,-0.753
20.5,-8.701,-0.052,4.873,-0.733
20.51,-8.647,-0.038,4.971,-0.712
20.52,-8.592,-0.022,5.069,-0.691
20.53,-8.536,-0.004,5.165,-0.67
20.54,-8.479,0.016,5.261,-0.648
20.55,-8.421,0.038,5.356,-0.626
20.56,-8.362,0.063,5.449,-0.603
20.57,-8.302,0.091,5.542,-0.58
20.58,-8.241,0.12,5.634,-0.557
20.59,-8.18,0.151,5.725,-0.534
20.6,-8.117,0.185,5.814,-0.511
20.61,-8.053,0.22,5.903,-0.488
20.62,-7.989,0.257,5.99,-0.465
20.63,-7.923,0.297,6.077,-0.443
20.64,-7.856,0.337,6.162,-0.421
20.65,-7.789,0.38,6.246,-0.399
20.66,-7.72,0.424,6.329,-0.378
20.67,-7.651,0.47,6.411,-0.357
20.68,-7.58,0.517,6.492,-0.338
20.69,-7.508,0.566,6.572,-0.319
20.7,-7.435,0.617,6.651,-0.301
20.71,-7.361,0.669,6.728,-0.284
20.72,-7.286,0.722,6.805,-0.268
20.73,-7.21,0.776,6.88,-0.253
20.74,-7.133,0.831,6.954,-0.239
20.75,-7.054,0.888,7.027,-0.227
20.76,-6.975,0.945,7.099,-0.215
20.77,-6.894,1.002,7.17,-0.205
20.78,-6.812,1.06,7.24,-0.195
20.79,-6.729,1.118,7.308,-0.187
20.8,-6.646,1.177,7.376,-0.18
20.81,-6.561,1.235,7.442,-0.174
20.82,-6.476,1.292,7.507,-0.17
20.83,-6.389,1.349,7.57,-0.166
20.84,-6.302,1.406,7.633,-0.164
20.85,-6.214,1.461,7.694,-0.164
20.86,-6.126,1.515,7.755,-0.165
20.87,-6.037,1.569,7.814,-0.167
20.88,-5.947,1.621,7.872,-0.17
20.89,-5.856,1.671,7.929,-0.175
20.9,-5.765,1.721,7.985,-0.181
20.91,-5.674,1.768,8.039,-0.189
20.92,-5.582,1.814,8.093,-0.198
20.93,-5.489,1.858,8.146,-0.208
20.94,-5.395,1.9,8.198,-0.219
20.95,-5.302,1.94,8.25,-0.231
20.96,-5.207,1.979,8.3,-0.244
20.97,-5.112,2.017,8.35,-0.257
20.98,-5.016,2.052,8.399,-0.272
20.99,-4.92,2.085,8.447,-0.287
21,-4.823,2.115,8.494,-0.303
21.01,-4.726,2.143,8.541,-0.32
21.02,-4.629,2.168,8.587,-0.338
21.03,-4.531,2.191,8.633,-0.356
21.04,-4.432,2.212,8.678,-0.375
21.05,-4.334,2.23,8.722,-0.394
21.06,-4.235,2.245,8.766,-0.414
21.07,-4.136,2.258,8.808,-0.434
21.08,-4.037,2.268,8.851,-0.454
21.09,-3.938,2.275,8.892,-0.474
21.1,-3.839,2.28,8.933,-0.495
21.11,-3.74,2.283,8.973,-0.515
21.12,-3.64,2.283,9.013,-0.535
21.13,-3.541,2.28,9.052,-0.555
21.14,-3.442,2.275,9.09,-0.575
21.15,-3.343,2.268,9.128,-0.595
21.16,-3.244,2.258,9.164,-0.614
21.17,-3.145,2.246,9.2,-0.633
21.18,-3.046,2.232,9.236,-0.65
21.19,-2.947,2.215,9.271,-0.668
21.2,-2.849,2.197,9.305,-0.684
21.21,-2.75,2.176,9.338,-0.7
21.22,-2.652,2.154,9.37,-0.715
21.23,-2.553,2.13,9.402,-0.729
21.24,-2.455,2.104,9.433,-0.742
21.25,-2.357,2.076,9.463,-0.754
21.26,-2.259,2.047,9.492,-0.765
21.27,-2.162,2.017,9.521,-0.775
21.28,-2.064,1.985,9.548,-0.784
21.29,-1.966,1.952,9.575,-0.792
21.3,-1.868,1.918,9.601,-0.799
21.31,-1.77,1.882,9.626,-0.806
21.32,-1.673,1.846,9.65,-0.811
21.33,-1.575,1.808,9.673,-0.816
21.34,-1.476,1.77,9.695,-0.819
21.35,-1.378,1.731,9.717,-0.822
21.36,-1.28,1.692,9.737,-0.824
21.37,-1.181,1.651,9.756,-0.826
21.38,-1.083,1.611,9.774,-0.826
21.39,-0.983,1.57,9.791,-0.827
21.4,-0.884,1.529,9.807,-0.826
21.41,-0.784,1.489,9.822,-0.825
21.42,-0.684,1.448,9.836,-0.824
21.43,-0.584,1.407,9.848,-0.823
21.44,-0.483,1.367,9.86,-0.82
21.45,-0.382,1.327,9.87,-0.818
21.46,-0.28,1.287,9.879,-0.815
21.47,-0.178,1.248,9.886,-0.812
21.48,-0.076,1.209,9.893,-0.808
21.49,0.026,1.171,9.898,-0.804
21.5,0.129,1.134,9.902,-0.8
21.51,0.233,1.098,9.904,-0.795
21.52,0.337,1.063,9.906,-0.791
21.53,0.441,1.029,9.905,-0.785
21.54,0.546,0.997,9.904,-0.78
21.55,0.652,0.965,9.901,-0.774
21.56,0.758,0.935,9.897,-0.769
21.57,0.864,0.907,9.891,-0.763
21.58,0.971,0.88,9.884,-0.757
21.59,1.078,0.854,9.876,-0.751
21.6,1.186,0.83,9.866,-0.746
21.61,1.294,0.807,9.855,-0.74
21.62,1.402,0.786,9.842,-0.735
21.63,1.511,0.767,9.828,-0.73
21.64,1.619,0.749,9.812,-0.725
21.65,1.727,0.734,9.795,-0.721
21.66,1.836,0.72,9.777,-0.717
21.67,1.944,0.707,9.757,-0.714
21.68,2.052,0.697,9.736,-0.711
21.69,2.16,0.687,9.713,-0.709
21.7,2.268,0.68,9.689,-0.707
21.71,2.376,0.674,9.664,-0.706
21.72,2.483,0.669,9.637,-0.705
21.73,2.589,0.666,9.609,-0.705
21.74,2.695,0.665,9.58,-0.706
21.75,2.8,0.664,9.55,-0.707
21.76,2.905,0.665,9.519,-0.709
21.77,3.008,0.667,9.486,-0.712
21.78,3.111,0.67,9.452,-0.715
21.79,3.213,0.675,9.417,-0.72
21.8,3.314,0.68,9.382,-0.725
21.81,3.414,0.686,9.345,-0.731
21.82,3.514,0.693,9.307,-0.738
21.83,3.612,0.702,9.268,-0.746
21.84,3.71,0.711,9.228,-0.755
21.85,3.806,0.721,9.187,-0.765
21.86,3.902,0.731,9.145,-0.775
21.87,3.996,0.743,9.102,-0.787
21.88,4.091,0.754,9.058,-0.798
21.89,4.184,0.766,9.013,-0.811
21.9,4.276,0.779,8.967,-0.824
21.91,4.368,0.793,8.92,-0.839
21.92,4.458,0.808,8.873,-0.854
21.93,4.548,0.823,8.824,-0.871
21.94,4.636,0.838,8.775,-0.888
21.95,4.724,0.855,8.725,-0.907
21.96,4.81,0.872,8.673,-0.926
21.97,4.896,0.889,8.621,-0.947
21.98,4.98,0.907,8.569,-0.969
21.99,5.064,0.925,8.515,-0.991
22,5.146,0.943,8.46,-1.015
22.01,5.228,0.962,8.405,-1.04
22.02,5.309,0.981,8.349,-1.066
22.03,5.389,1,8.292,-1.093
22.04,5.468,1.019,8.234,-1.12
22.05,5.546,1.038,8.175,-1.149
22.06,5.623,1.057,8.115,-1.178
22.07,5.7,1.076,8.055,-1.209
22.08,5.775,1.095,7.993,-1.24
22.09,5.85,1.113,7.931,-1.272
22.1,5.925,1.132,7.868,-1.304
22.11,5.998,1.149,7.803,-1.338
22.12,6.071,1.167,7.738,-1.371
22.13,6.144,1.183,7.672,-1.406
22.14,6.215,1.2,7.605,-1.441
22.15,6.286,1.215,7.537,-1.476
22.16,6.357,1.231,7.468,-1.512
22.17,6.427,1.245,7.398,-1.548
22.18,6.496,1.259,7.327,-1.585
22.19,6.566,1.273,7.254,-1.621
22.2,6.634,1.285,7.181,-1.658
22.21,6.703,1.297,7.106,-1.696
22.22,6.77,1.309,7.031,-1.733
22.23,6.838,1.319,6.954,-1.77
22.24,6.905,1.329,6.875,-1.806
22.25,6.973,1.337,6.796,-1.843
22.26,7.039,1.345,6.715,-1.879
22.27,7.106,1.352,6.633,-1.916
22.28,7.172,1.358,6.549,-1.952
22.29,7.238,1.363,6.464,-1.987
22.3,7.304,1.367,6.378,-2.023
22.31,7.37,1.37,6.29,-2.058
22.32,7.435,1.372,6.201,-2.092
22.33,7.499,1.374,6.111,-2.126
22.34,7.563,1.374,6.019,-2.159
22.35,7.627,1.374,5.927,-2.192
22.36,7.69,1.373,5.832,-2.224
22.37,7.753,1.371,5.737,-2.256
22.38,7.816,1.367,5.639,-2.286
22.39,7.878,1.363,5.54,-2.316
22.4,7.941,1.358,5.439,-2.345
22.41,8.003,1.352,5.337,-2.373
22.42,8.064,1.345,5.233,-2.4
22.43,8.126,1.337,5.127,-2.426
22.44,8.187,1.328,5.019,-2.451
22.45,8.247,1.318,4.91,-2.475
22.46,8.307,1.308,4.799,-2.498
22.47,8.366,1.297,4.686,-2.52
22.48,8.425,1.285,4.571,-2.541
22.49,8.483,1.272,4.455,-2.561
22.5,8.54,1.259,4.337,-2.58
22.51,8.597,1.245,4.217,-2.598
22.52,8.652,1.231,4.095,-2.615
22.53,8.707,1.216,3.972,-2.631
22.54,8.76,1.201,3.848,-2.646
22.55,8.812,1.185,3.721,-2.66
22.56,8.863,1.169,3.593,-2.673
22.57,8.913,1.152,3.464,-2.685
22.58,8.962,1.135,3.332,-2.696
22.59,9.01,1.117,3.2,-2.705
22.6,9.056,1.1,3.066,-2.714
22.61,9.1,1.081,2.931,-2.721
22.62,9.144,1.063,2.795,-2.727
22.63,9.185,1.044,2.657,-2.732
22.64,9.225,1.025,2.519,-2.736
22.65,9.264,1.006,2.379,-2.738
22.66,9.3,0.987,2.239,-2.739
22.67,9.335,0.968,2.098,-2.739
22.68,9.369,0.948,1.955,-2.737
22.69,9.4,0.929,1.812,-2.735
22.7,9.43,0.909,1.669,-2.731
22.71,9.457,0.89,1.525,-2.726
22.72,9.483,0.871,1.38,-2.719
22.73,9.507,0.851,1.234,-2.712
22.74,9.529,0.832,1.088,-2.704
22.75,9.549,0.813,0.942,-2.694
22.76,9.567,0.794,0.795,-2.684
22.77,9.582,0.775,0.648,-2.672
22.78,9.596,0.756,0.501,-2.66
22.79,9.608,0.737,0.354,-2.647
22.8,9.617,0.719,0.206,-2.633
22.81,9.625,0.7,0.059,-2.619
22.82,9.63,0.682,-0.088,-2.603
22.83,9.633,0.664,-0.236,-2.587
22.84,9.634,0.646,-0.385,-2.57
22.85,9.633,0.628,-0.533,-2.553
22.86,9.629,0.611,-0.682,-2.535
22.87,9.623,0.593,-0.831,-2.517
22.88,9.615,0.577,-0.98,-2.498
22.89,9.605,0.56,-1.129,-2.479
22.9,9.592,0.544,-1.279,-2.459
22.91,9.577,0.528,-1.428,-2.44
22.92,9.559,0.512,-1.577,-2.42
22.93,9.539,0.497,-1.726,-2.4
22.94,9.517,0.482,-1.875,-2.381
22.95,9.492,0.467,-2.023,-2.361
22.96,9.465,0.453,-2.172,-2.342
22.97,9.435,0.439,-2.32,-2.323
22.98,9.402,0.425,-2.469,-2.304
22.99,9.367,0.412,-2.617,-2.286
23,9.329,0.398,-2.765,-2.267
23.01,9.289,0.385,-2.913,-2.25
23.02,9.247,0.372,-3.06,-2.232
23.03,9.201,0.359,-3.207,-2.215
23.04,9.154,0.346,-3.352,-2.199
23.05,9.104,0.333,-3.498,-2.183
23.06,9.051,0.319,-3.642,-2.168
23.07,8.995,0.305,-3.787,-2.153
23.08,8.937,0.291,-3.931,-2.139
23.09,8.876,0.276,-4.075,-2.125
23.1,8.813,0.26,-4.218,-2.112
23.11,8.746,0.243,-4.361,-2.1
23.12,8.678,0.226,-4.502,-2.088
23.13,8.607,0.208,-4.643,-2.077
23.14,8.533,0.189,-4.782,-2.067
23.15,8.457,0.169,-4.92,-2.058
23.16,8.378,0.148,-5.057,-2.049
23.17,8.296,0.126,-5.194,-2.041
23.18,8.212,0.103,-5.329,-2.034
23.19,8.125,0.079,-5.464,-2.027
23.2,8.035,0.053,-5.597,-2.021
23.21,7.943,0.027,-5.729,-2.016
23.22,7.849,0,-5.86,-2.011
23.23,7.752,-0.029,-5.989,-2.007
23.24,7.652,-0.059,-6.117,-2.003
23.25,7.55,-0.089,-6.243,-1.999
23.26,7.446,-0.12,-6.368,-1.995
23.27,7.339,-0.152,-6.491,-1.991
23.28,7.23,-0.186,-6.613,-1.987
23.29,7.118,-0.22,-6.733,-1.984
23.3,7.004,-0.255,-6.851,-1.98
23.31,6.888,-0.292,-6.968,-1.977
23.32,6.769,-0.329,-7.083,-1.973
23.33,6.648,-0.367,-7.195,-1.969
23.34,6.526,-0.407,-7.306,-1.965
23.35,6.401,-0.447,-7.414,-1.961
23.36,6.274,-0.488,-7.52,-1.956
23.37,6.146,-0.53,-7.624,-1.951
23.38,6.015,-0.573,-7.726,-1.945
23.39,5.881,-0.618,-7.826,-1.939
23.4,5.746,-0.663,-7.924,-1.934
23.41,5.609,-0.709,-8.019,-1.927
23.42,5.47,-0.755,-8.113,-1.919
23.43,5.329,-0.803,-8.203,-1.91
23.44,5.185,-0.852,-8.292,-1.902
23.45,5.04,-0.901,-8.378,-1.893
23.46,4.893,-0.951,-8.461,-1.883
23.47,4.744,-1.001,-8.542,-1.872
23.48,4.594,-1.052,-8.62,-1.861
23.49,4.442,-1.104,-8.696,-1.848
23.5,4.288,-1.156,-8.769,-1.835
23.51,4.133,-1.209,-8.839,-1.821
23.52,3.976,-1.261,-8.907,-1.805
23.53,3.817,-1.314,-8.971,-1.789
23.54,3.657,-1.368,-9.033,-1.772
23.55,3.495,-1.421,-9.093,-1.753
23.56,3.332,-1.474,-9.149,-1.734
23.57,3.167,-1.527,-9.202,-1.713
23.58,3.002,-1.58,-9.253,-1.691
23.59,2.835,-1.633,-9.301,-1.668
23.6,2.667,-1.685,-9.345,-1.644
23.61,2.498,-1.736,-9.387,-1.62
23.62,2.327,-1.788,-9.425,-1.593
23.63,2.155,-1.838,-9.461,-1.566
23.64,1.982,-1.888,-9.494,-1.538
23.65,1.808,-1.937,-9.523,-1.509
23.66,1.633,-1.986,-9.549,-1.478
23.67,1.458,-2.033,-9.573,-1.446
23.68,1.282,-2.078,-9.593,-1.414
23.69,1.107,-2.123,-9.61,-1.381
23.7,0.931,-2.167,-9.623,-1.346
23.71,0.755,-2.21,-9.634,-1.312
23.72,0.579,-2.252,-9.641,-1.276
23.73,0.403,-2.292,-9.645,-1.24
23.74,0.228,-2.33,-9.647,-1.203
23.75,0.053,-2.368,-9.645,-1.166
23.76,-0.12,-2.403,-9.64,-1.128
23.77,-0.293,-2.437,-9.632,-1.089
23.78,-0.466,-2.469,-9.621,-1.05
23.79,-0.638,-2.5,-9.608,-1.011
23.8,-0.81,-2.528,-9.591,-0.971
23.81,-0.98,-2.555,-9.572,-0.932
23.82,-1.15,-2.581,-9.55,-0.893
23.83,-1.32,-2.605,-9.525,-0.853
23.84,-1.49,-2.627,-9.498,-0.813
23.85,-1.659,-2.647,-9.467,-0.773
23.86,-1.828,-2.666,-9.434,-0.733
23.87,-1.997,-2.683,-9.398,-0.693
23.88,-2.165,-2.698,-9.359,-0.654
23.89,-2.333,-2.711,-9.317,-0.614
23.9,-2.5,-2.723,-9.273,-0.575
23.91,-2.666,-2.733,-9.226,-0.536
23.92,-2.832,-2.741,-9.176,-0.497
23.93,-2.997,-2.748,-9.124,-0.459
23.94,-3.163,-2.753,-9.068,-0.42
23.95,-3.328,-2.756,-9.009,-0.382
23.96,-3.493,-2.758,-8.948,-0.344
23.97,-3.657,-2.758,-8.883,-0.306
23.98,-3.822,-2.757,-8.815,-0.269
23.99,-3.986,-2.755,-8.744,-0.232
24,-4.151,-2.751,-8.669,-0.195
24.01,-4.315,-2.746,-8.591,-0.159
24.02,-4.479,-2.74,-8.509,-0.123
24.03,-4.643,-2.732,-8.423,-0.087
24.04,-4.806,-2.724,-8.334,-0.052
24.05,-4.969,-2.714,-8.242,-0.017
24.06,-5.131,-2.703,-8.146,0.017
24.07,-5.293,-2.69,-8.045,0.051
24.08,-5.454,-2.677,-7.941,0.085
24.09,-5.614,-2.663,-7.833,0.118
24.1,-5.774,-2.647,-7.721,0.151
24.11,-5.932,-2.631,-7.605,0.184
24.12,-6.089,-2.614,-7.486,0.216
24.13,-6.244,-2.596,-7.362,0.247
24.14,-6.397,-2.577,-7.235,0.278
24.15,-6.549,-2.557,-7.104,0.309
24.16,-6.697,-2.536,-6.97,0.34
24.17,-6.844,-2.515,-6.833,0.37
24.18,-6.988,-2.493,-6.692,0.399
24.19,-7.13,-2.47,-6.547,0.428
24.2,-7.269,-2.447,-6.399,0.457
24.21,-7.405,-2.423,-6.248,0.485
24.22,-7.538,-2.399,-6.094,0.512
24.23,-7.668,-2.375,-5.937,0.539
24.24,-7.795,-2.35,-5.777,0.565
24.25,-7.919,-2.326,-5.614,0.591
24.26,-8.038,-2.301,-5.449,0.617
24.27,-8.155,-2.276,-5.282,0.642
24.28,-8.267,-2.251,-5.112,0.666
24.29,-8.376,-2.226,-4.939,0.69
24.3,-8.481,-2.201,-4.765,0.715
24.31,-8.582,-2.176,-4.588,0.738
24.32,-8.679,-2.151,-4.41,0.762
24.33,-8.773,-2.126,-4.229,0.785
24.34,-8.862,-2.101,-4.047,0.808
24.35,-8.947,-2.076,-3.864,0.832
24.36,-9.029,-2.051,-3.679,0.855
24.37,-9.106,-2.026,-3.492,0.878
24.38,-9.179,-2.001,-3.304,0.901
24.39,-9.248,-1.976,-3.115,0.925
24.4,-9.312,-1.951,-2.925,0.948
24.41,-9.373,-1.927,-2.734,0.972
24.42,-9.429,-1.902,-2.543,0.995
24.43,-9.482,-1.877,-2.35,1.019
24.44,-9.53,-1.852,-2.157,1.044
24.45,-9.574,-1.826,-1.963,1.068
24.46,-9.613,-1.801,-1.769,1.093
24.47,-9.649,-1.776,-1.574,1.119
24.48,-9.681,-1.75,-1.379,1.144
24.49,-9.708,-1.724,-1.184,1.171
24.5,-9.731,-1.698,-0.989,1.197
24.51,-9.75,-1.672,-0.794,1.224
24.52,-9.765,-1.646,-0.599,1.252
24.53,-9.776,-1.619,-0.405,1.28
24.54,-9.783,-1.592,-0.211,1.308
24.55,-9.785,-1.564,-0.018,1.337
24.56,-9.784,-1.536,0.174,1.366
24.57,-9.779,-1.508,0.366,1.395
24.58,-9.77,-1.479,0.558,1.425
24.59,-9.758,-1.449,0.748,1.455
24.6,-9.741,-1.419,0.937,1.485
24.61,-9.721,-1.388,1.125,1.516
24.62,-9.697,-1.357,1.313,1.546
24.63,-9.67,-1.325,1.499,1.576
24.64,-9.639,-1.292,1.684,1.606
24.65,-9.604,-1.259,1.867,1.636
24.66,-9.566,-1.225,2.05,1.667
24.67,-9.525,-1.19,2.23,1.697
24.68,-9.48,-1.154,2.409,1.727
24.69,-9.432,-1.118,2.587,1.757
24.7,-9.38,-1.081,2.762,1.787
24.71,-9.326,-1.043,2.936,1.817
24.72,-9.268,-1.005,3.109,1.846
24.73,-9.208,-0.966,3.279,1.876
24.74,-9.144,-0.926,3.449,1.905
24.75,-9.077,-0.886,3.616,1.933
24.76,-9.007,-0.845,3.782,1.962
24.77,-8.934,-0.803,3.946,1.99
24.78,-8.858,-0.76,4.109,2.017
24.79,-8.779,-0.717,4.269,2.044
24.8,-8.697,-0.674,4.428,2.071
24.81,-8.612,-0.629,4.586,2.097
24.82,-8.524,-0.585,4.741,2.122
24.83,-8.433,-0.539,4.895,2.147
24.84,-8.34,-0.493,5.047,2.171
24.85,-8.244,-0.446,5.197,2.194
24.86,-8.145,-0.399,5.346,2.217
24.87,-8.043,-0.352,5.492,2.239
24.88,-7.938,-0.304,5.637,2.259
24.89,-7.831,-0.255,5.78,2.279
24.9,-7.721,-0.207,5.92,2.298
24.91,-7.608,-0.157,6.059,2.316
24.92,-7.493,-0.108,6.196,2.333
24.93,-7.375,-0.058,6.331,2.348
24.94,-7.254,-0.008,6.464,2.362
24.95,-7.131,0.041,6.594,2.375
24.96,-7.006,0.092,6.723,2.386
24.97,-6.878,0.142,6.849,2.397
24.98,-6.748,0.193,6.974,2.406
24.99,-6.615,0.243,7.096,2.413
25,-6.479,0.293,7.216,2.419
25.01,-6.342,0.343,7.333,2.423
25.02,-6.202,0.393,7.448,2.426
25.03,-6.06,0.442,7.561,2.428
25.04,-5.916,0.491,7.671,2.428
25.05,-5.77,0.539,7.779,2.426
25.06,-5.622,0.586,7.884,2.424
25.07,-5.473,0.633,7.986,2.419
25.08,-5.322,0.68,8.085,2.414
25.09,-5.169,0.725,8.182,2.408
25.1,-5.016,0.77,8.275,2.4
25.11,-4.86,0.814,8.366,2.391
25.12,-4.704,0.857,8.453,2.38
25.13,-4.546,0.899,8.538,2.368
25.14,-4.387,0.94,8.62,2.355
25.15,-4.227,0.98,8.699,2.341
25.16,-4.066,1.018,8.775,2.325
25.17,-3.905,1.056,8.848,2.309
25.18,-3.742,1.092,8.919,2.291
25.19,-3.579,1.127,8.986,2.273
25.2,-3.415,1.16,9.05,2.253
25.21,-3.25,1.193,9.111,2.233
25.22,-3.085,1.223,9.169,2.211
25.23,-2.92,1.253,9.225,2.189
25.24,-2.755,1.281,9.277,2.166
25.25,-2.589,1.307,9.326,2.143
25.26,-2.423,1.332,9.373,2.119
25.27,-2.256,1.356,9.417,2.094
25.28,-2.09,1.377,9.457,2.069
25.29,-1.924,1.398,9.495,2.043
25.3,-1.757,1.417,9.53,2.017
25.31,-1.59,1.434,9.562,1.99
25.32,-1.424,1.45,9.592,1.964
25.33,-1.256,1.465,9.618,1.937
25.34,-1.089,1.478,9.642,1.909
25.35,-0.922,1.489,9.663,1.882
25.36,-0.755,1.5,9.681,1.854
25.37,-0.588,1.508,9.697,1.827
25.38,-0.42,1.516,9.71,1.799
25.39,-0.252,1.522,9.72,1.771
25.4,-0.085,1.527,9.727,1.743
25.41,0.082,1.531,9.731,1.714
25.42,0.25,1.533,9.733,1.686
25.43,0.419,1.534,9.732,1.658
25.44,0.587,1.534,9.728,1.63
25.45,0.756,1.533,9.721,1.601
25.46,0.924,1.53,9.712,1.573
25.47,1.093,1.527,9.699,1.546
25.48,1.262,1.522,9.684,1.518
25.49,1.43,1.517,9.665,1.49
25.5,1.599,1.51,9.644,1.462
25.51,1.767,1.503,9.62,1.435
25.52,1.936,1.495,9.593,1.407
25.53,2.103,1.486,9.563,1.379
25.54,2.271,1.477,9.53,1.352
25.55,2.437,1.467,9.494,1.324
25.56,2.604,1.456,9.455,1.297
25.57,2.769,1.444,9.414,1.269
25.58,2.934,1.432,9.369,1.242
25.59,3.098,1.419,9.322,1.215
25.6,3.261,1.406,9.272,1.188
25.61,3.422,1.392,9.219,1.162
25.62,3.582,1.378,9.163,1.135
25.63,3.741,1.364,9.105,1.109
25.64,3.898,1.349,9.044,1.084
25.65,4.054,1.334,8.981,1.058
25.66,4.208,1.319,8.915,1.033
25.67,4.36,1.304,8.846,1.008
25.68,4.511,1.288,8.776,0.983
25.69,4.66,1.273,8.703,0.958
25.7,4.807,1.258,8.627,0.933
25.71,4.952,1.242,8.549,0.909
25.72,5.096,1.227,8.469,0.884
25.73,5.238,1.212,8.387,0.86
25.74,5.378,1.197,8.302,0.836
25.75,5.516,1.182,8.216,0.812
25.76,5.653,1.168,8.127,0.787
25.77,5.788,1.153,8.035,0.763
25.78,5.921,1.139,7.942,0.739
25.79,6.053,1.125,7.847,0.715
25.8,6.183,1.112,7.749,0.691
25.81,6.31,1.099,7.649,0.667
25.82,6.436,1.086,7.547,0.642
25.83,6.561,1.074,7.444,0.618
25.84,6.683,1.062,7.338,0.593
25.85,6.803,1.05,7.23,0.568
25.86,6.922,1.039,7.12,0.543
25.87,7.039,1.027,7.008,0.517
25.88,7.153,1.016,6.895,0.492
25.89,7.266,1.006,6.779,0.466
25.9,7.377,0.995,6.662,0.44
25.91,7.486,0.985,6.543,0.413
25.92,7.592,0.976,6.422,0.386
25.93,7.697,0.966,6.299,0.359
25.94,7.799,0.956,6.175,0.331
25.95,7.9,0.947,6.049,0.303
25.96,7.998,0.938,5.922,0.275
25.97,8.094,0.929,5.793,0.246
25.98,8.187,0.919,5.662,0.217
25.99,8.279,0.91,5.53,0.188
26,8.368,0.901,5.397,0.158
26.01,8.455,0.892,5.262,0.128
26.02,8.539,0.882,5.126,0.098
26.03,8.622,0.873,4.989,0.068
26.04,8.701,0.864,4.85,0.038
26.05,8.779,0.854,4.711,0.007
26.06,8.854,0.845,4.57,-0.023
26.07,8.926,0.835,4.428,-0.054
26.08,8.996,0.825,4.285,-0.085
26.09,9.064,0.815,4.142,-0.117
26.1,9.129,0.805,3.997,-0.148
26.11,9.192,0.795,3.851,-0.18
26.12,9.252,0.784,3.704,-0.211
26.13,9.31,0.773,3.556,-0.243
26.14,9.366,0.761,3.407,-0.274
26.15,9.419,0.75,3.257,-0.306
26.16,9.47,0.738,3.106,-0.337
26.17,9.518,0.726,2.955,-0.369
26.18,9.564,0.713,2.803,-0.4
26.19,9.607,0.701,2.649,-0.431
26.2,9.648,0.688,2.495,-0.461
26.21,9.686,0.674,2.34,-0.492
26.22,9.722,0.661,2.184,-0.521
26.23,9.755,0.647,2.028,-0.551
26.24,9.785,0.632,1.87,-0.579
26.25,9.814,0.618,1.712,-0.608
26.26,9.839,0.603,1.553,-0.636
26.27,9.862,0.587,1.393,-0.663
26.28,9.883,0.572,1.232,-0.689
26.29,9.901,0.555,1.07,-0.715
26.3,9.916,0.539,0.908,-0.74
26.31,9.929,0.522,0.745,-0.764
26.32,9.939,0.505,0.582,-0.787
