TIMESTAMP;TEMP1;TEMP2;TEMP3;TANK_PRESS;TANK_D_PRESS;CPU_USAGE;MEM_USAGE;DISK_UTILIZATION;TENSO
39768;0;0;0;5537.00;72.00;100.00;7.95;64.84;1.44
39773;0;0;0;5537.00;95.00;100.00;7.95;64.84;1.43
39779;0;0;0;5537.00;95.00;100.00;7.95;64.84;1.43
39784;0;0;0;5537.00;58.00;100.00;7.95;64.84;1.46
39790;0;0;0;5500.00;58.00;100.00;7.95;64.84;1.46
39795;0;0;0;5500.00;61.00;100.00;7.95;64.84;1.96
39801;0;0;0;5500.00;61.00;100.00;7.95;64.84;1.96
39806;0;0;0;5500.00;75.00;100.00;7.95;64.84;1.54
39812;0;0;0;5500.00;75.00;100.00;7.95;64.84;1.54
39817;0;0;0;5500.00;61.00;100.00;7.95;64.84;1.46
39822;0;0;0;5500.00;61.00;100.00;7.95;64.84;1.46
39828;0;0;0;5500.00;75.00;100.00;7.95;64.84;1.45
39833;0;0;0;5500.00;75.00;100.00;7.95;64.84;1.45
39839;0;0;0;5500.00;82.00;100.00;7.95;64.84;1.45
39844;0;0;0;5500.00;82.00;100.00;7.95;64.84;1.45
39850;0;0;0;5500.00;108.00;100.00;7.95;64.84;1.47
39856;0;0;0;5500.00;108.00;100.00;7.95;64.84;1.47
39863;0;0;0;5500.00;65.00;100.00;7.95;64.84;1.47
39869;0;0;0;5500.00;82.00;100.00;7.95;64.84;1.45
39874;0;0;0;5500.00;82.00;100.00;7.95;64.84;1.45
39880;0;0;0;5500.00;112.00;100.00;7.95;64.84;1.45
39885;0;0;0;5500.00;112.00;100.00;7.95;64.84;1.47
39891;0;0;0;5506.00;112.00;100.00;7.95;64.84;1.47
39897;0;0;0;5506.00;112.00;100.00;7.95;64.84;1.97
39903;0;0;0;5506.00;98.00;100.00;7.95;64.84;1.97
39908;0;0;0;5506.00;98.00;100.00;7.95;64.84;1.55
39914;0;0;0;5506.00;105.00;100.00;7.95;64.84;1.49
39920;0;0;0;5506.00;105.00;100.00;7.95;64.84;1.49
39925;0;0;0;5506.00;72.00;100.00;7.95;64.84;1.44
39930;0;0;0;5506.00;72.00;100.00;7.95;64.84;1.44
39936;0;0;0;5506.00;102.00;100.00;7.95;64.84;1.46
39941;0;0;0;5506.00;102.00;100.00;7.95;64.84;1.46
39947;0;0;0;5506.00;108.00;100.00;7.95;64.84;1.46
39953;0;0;0;5506.00;108.00;100.00;7.95;64.84;1.47
39959;0;0;0;5506.00;115.00;100.00;7.95;64.84;1.47
39964;0;0;0;5506.00;115.00;100.00;7.95;64.84;1.48
39970;0;0;0;5506.00;115.00;100.00;7.95;64.84;1.48
39975;0;0;0;5506.00;108.00;100.00;7.95;64.84;1.48
39980;0;0;0;5506.00;102.00;100.00;7.95;64.84;1.47
39986;0;0;0;5506.00;102.00;100.00;7.95;64.84;1.47
39993;0;0;0;5547.00;72.00;100.00;7.95;64.84;1.44
39999;0;0;0;5547.00;61.00;100.00;7.95;64.84;1.44
40004;0;0;0;5547.00;61.00;100.00;7.95;64.84;1.44
40010;0;0;0;5547.00;82.00;100.00;7.95;64.84;1.44
40015;0;0;0;5547.00;82.00;100.00;7.95;64.84;1.45
40021;0;0;0;5547.00;65.00;100.00;7.95;64.84;1.45
40026;0;0;0;5547.00;65.00;100.00;7.95;64.84;1.45
40032;0;0;0;5547.00;68.00;100.00;7.95;64.84;1.45
40037;0;0;0;5547.00;68.00;100.00;7.95;64.84;1.45
40043;0;0;0;5547.00;108.00;100.00;7.95;64.84;1.45
40049;0;0;0;5547.00;108.00;100.00;7.95;64.84;1.47
40056;0;0;0;5547.00;85.00;100.00;7.95;64.84;1.47
40062;0;0;0;5547.00;85.00;100.00;7.95;64.84;1.45
40069;0;0;0;5547.00;58.00;100.00;7.95;64.84;1.44
40075;0;0;0;5547.00;105.00;100.00;7.95;64.84;1.44
40081;0;0;0;5547.00;105.00;100.00;7.95;64.84;1.47
40086;0;0;0;5547.00;102.00;100.00;7.95;64.84;1.47
40092;0;0;0;5547.00;102.00;100.00;7.95;64.84;1.47
40097;0;0;0;5496.00;72.00;100.00;7.95;64.84;1.47
40103;0;0;0;5496.00;72.00;100.00;7.95;64.84;1.44
40108;0;0;0;5496.00;102.00;100.00;7.95;64.84;1.44
40114;0;0;0;5496.00;102.00;100.00;7.95;64.84;1.46
40119;0;0;0;5496.00;112.00;100.00;7.95;64.84;1.46
40125;0;0;0;5496.00;112.00;100.00;7.95;64.84;1.47
40130;0;0;0;5496.00;85.00;100.00;7.95;64.84;1.47
40136;0;0;0;5496.00;85.00;100.00;7.95;64.84;1.45
40142;0;0;0;5496.00;75.00;100.00;7.95;64.84;1.45
40148;0;0;0;5496.00;75.00;100.00;7.95;64.84;1.44
40153;0;0;0;5496.00;108.00;100.00;7.95;64.84;1.47
40159;0;0;0;5496.00;108.00;100.00;7.95;64.84;1.47
40164;0;0;0;5496.00;92.00;100.00;7.95;64.84;1.46
40170;0;0;0;5496.00;92.00;100.00;7.95;64.84;1.46
40175;0;0;0;5496.00;108.00;100.00;7.95;64.84;1.47
40181;0;0;0;5496.00;108.00;100.00;7.95;64.84;1.47
40186;0;0;0;5496.00;78.00;100.00;7.95;64.84;1.45
40192;0;0;0;5496.00;108.00;100.00;7.95;64.84;1.45
40197;0;0;0;5516.00;108.00;100.00;7.95;64.84;1.97
40203;0;0;0;5516.00;95.00;100.00;7.95;64.84;1.97
40208;0;0;0;5516.00;95.00;100.00;7.95;64.84;1.56
40214;0;0;0;5516.00;58.00;100.00;7.95;64.84;1.56
40220;0;0;0;5516.00;58.00;100.00;7.95;64.84;1.46
40225;0;0;0;5516.00;88.00;100.00;7.95;64.84;1.46
40230;0;0;0;5516.00;88.00;100.00;7.95;64.84;1.46
40236;0;0;0;5516.00;75.00;100.00;7.95;64.84;1.46
40241;0;0;0;5516.00;75.00;100.00;7.95;64.84;1.44
40247;0;0;0;5516.00;72.00;100.00;7.95;64.84;1.44
40252;0;0;0;5516.00;72.00;100.00;7.95;64.84;1.43
40258;0;0;0;5516.00;68.00;100.00;7.95;64.84;1.43
40264;0;0;0;5516.00;68.00;100.00;7.95;64.84;1.45
40269;0;0;0;5516.00;112.00;100.00;7.95;64.84;1.45
40275;0;0;0;5516.00;112.00;100.00;7.95;64.84;1.47
40280;0;0;0;5516.00;72.00;100.00;7.95;64.84;1.47
40286;0;0;0;5516.00;72.00;100.00;7.95;64.84;1.44
40291;0;0;0;5516.00;115.00;100.00;7.95;64.84;1.44
40297;0;0;0;5550.00;115.00;100.00;7.95;64.84;1.47
40303;0;0;0;5550.00;105.00;100.00;7.95;64.84;1.47
